,id,type,address,number,postal_code,municipality,province,location,public,available,hours,Full_Address,Lat,Lon,WT_3m1p5
1146,1919.0,,Potpolderweg ,,2040.0,Antwerpen,Antwerpen,"gebouw A, glvl, inkomhal EHBO lok",,,,"Potpolderweg ,,Antwerpen,Belgium",51.3448238,4.2863967,"[(51.345119, 4.282973), (51.345119, 4.285011), (51.345077, 4.28514), (51.344991, 4.285226), (51.344948, 4.285355), (51.344948, 4.286041), (51.344991, 4.28617), (51.345162, 4.286342), (51.34542, 4.286427), (51.345463, 4.286556), (51.345463, 4.28793), (51.34542, 4.288058), (51.345334, 4.288144), (51.345291, 4.288273), (51.345291, 4.28896), (51.345248, 4.289088), (51.345119, 4.289131), (51.344991, 4.289088), (51.344905, 4.289002), (51.344819, 4.289002), (51.344776, 4.289131), (51.344819, 4.28926), (51.344905, 4.289346), (51.344905, 4.289432), (51.344819, 4.289517), (51.344776, 4.289646), (51.344776, 4.290161), (51.344733, 4.29029), (51.344604, 4.290333), (51.344476, 4.29029), (51.344433, 4.290161), (51.344433, 4.289989), (51.344476, 4.289861), (51.344562, 4.289775), (51.344604, 4.289646), (51.344604, 4.287071), (51.344647, 4.286942), (51.344733, 4.286857), (51.344776, 4.286728), (51.344776, 4.284325), (51.344819, 4.284196), (51.344905, 4.28411), (51.344948, 4.283981), (51.344948, 4.282951), (51.344991, 4.282823), (51.345077, 4.282801), (51.345119, 4.282866), (51.345119, 4.282973)]"
1153,1926.0,,Beddenstraat,2.0,2000.0,Antwerpen,Antwerpen,nabij onthaal,,,,"Beddenstraat,2.0,Antwerpen,Belgium",51.2188663,4.4034381,"[(51.219978, 4.400904), (51.219935, 4.401011), (51.21985, 4.401097), (51.21985, 4.401183), (51.219935, 4.401269), (51.219978, 4.401398), (51.219935, 4.401526), (51.21985, 4.401612), (51.219807, 4.401741), (51.219807, 4.402256), (51.21985, 4.402385), (51.220021, 4.402556), (51.220107, 4.402556), (51.220279, 4.402385), (51.220365, 4.402127), (51.220493, 4.402084), (51.220622, 4.402127), (51.220708, 4.402385), (51.220965, 4.402471), (51.221008, 4.402599), (51.220965, 4.402728), (51.220837, 4.402771), (51.220322, 4.402771), (51.220193, 4.402814), (51.220021, 4.402986), (51.219978, 4.403114), (51.219978, 4.404144), (51.220021, 4.404273), (51.220279, 4.404531), (51.220279, 4.404616), (51.22015, 4.404659), (51.220021, 4.404616), (51.219935, 4.404531), (51.219807, 4.404488), (51.219678, 4.404531), (51.219635, 4.404659), (51.219635, 4.405003), (51.219592, 4.405131), (51.21942, 4.405303), (51.219335, 4.405303), (51.219292, 4.405174), (51.219292, 4.405003), (51.219335, 4.404874), (51.21942, 4.404788), (51.219463, 4.404659), (51.219463, 4.404316), (51.21942, 4.404187), (51.219292, 4.404144), (51.219163, 4.404187), (51.219077, 4.404445), (51.218905, 4.404616), (51.218648, 4.404702), (51.218648, 4.404788), (51.218905, 4.405046), (51.218905, 4.405131), (51.218777, 4.405174), (51.218605, 4.405174), (51.218476, 4.405217), (51.218433, 4.405346), (51.218433, 4.405689), (51.21839, 4.405818), (51.218305, 4.405818), (51.218262, 4.405689), (51.218262, 4.405003), (51.218305, 4.404874), (51.21839, 4.404788), (51.218433, 4.404659), (51.218433, 4.404316), (51.21839, 4.404187), (51.218305, 4.404101), (51.218219, 4.403844), (51.21809, 4.403801), (51.217918, 4.403801), (51.21779, 4.403844), (51.217747, 4.403973), (51.217747, 4.404144), (51.217704, 4.404273), (51.217575, 4.404316), (51.217446, 4.404273), (51.21736, 4.404187), (51.217275, 4.404187), (51.217017, 4.404445), (51.216931, 4.404445), (51.216888, 4.404316), (51.216931, 4.404187), (51.217189, 4.40393), (51.217232, 4.403801), (51.217232, 4.403286), (51.217275, 4.403157), (51.21736, 4.403071), (51.217403, 4.402943), (51.217403, 4.402428), (51.217446, 4.402299), (51.217575, 4.402256), (51.217918, 4.402256), (51.218047, 4.402299), (51.218133, 4.402385), (51.218219, 4.402385), (51.218262, 4.402256), (51.218262, 4.401741), (51.218305, 4.401612), (51.21839, 4.401526), (51.218433, 4.401398), (51.218433, 4.401226), (51.218476, 4.401097), (51.218562, 4.401011), (51.218648, 4.400754), (51.218734, 4.400754), (51.218777, 4.400883), (51.218777, 4.401741), (51.21882, 4.40187), (51.218948, 4.401913), (51.219292, 4.401913), (51.21942, 4.40187), (51.219463, 4.401741), (51.219463, 4.401226), (51.219506, 4.401097), (51.21985, 4.400754), (51.219935, 4.400733), (51.219978, 4.400797), (51.219978, 4.400904)]"
1170,1943.0,,Lange Lozanastraat,170.0,2018.0,Antwerpen,Antwerpen,nabij onthaal,,,,"Lange Lozanastraat,170.0,Antwerpen,Belgium",51.2022161,4.4057145,"[(51.200624, 4.404809), (51.200709, 4.404874), (51.200795, 4.405131), (51.201053, 4.405389), (51.201138, 4.405646), (51.20131, 4.405818), (51.201439, 4.405861), (51.201611, 4.405861), (51.201739, 4.405818), (51.201825, 4.405732), (51.202083, 4.405646), (51.202168, 4.40556), (51.202426, 4.405475), (51.202512, 4.405217), (51.202598, 4.405217), (51.202683, 4.405303), (51.202769, 4.405303), (51.203027, 4.405046), (51.203156, 4.405003), (51.203327, 4.405003), (51.203456, 4.405046), (51.203456, 4.405131), (51.203284, 4.405303), (51.203027, 4.405389), (51.202769, 4.405646), (51.202512, 4.405732), (51.202426, 4.405818), (51.202168, 4.405904), (51.202083, 4.40599), (51.201825, 4.406075), (51.201782, 4.406204), (51.201825, 4.406333), (51.202083, 4.40659), (51.202168, 4.406848), (51.202254, 4.406934), (51.202297, 4.407063), (51.202254, 4.407191), (51.202168, 4.407191), (51.201653, 4.406676), (51.201568, 4.406419), (51.201439, 4.406376), (51.201267, 4.406376), (51.201138, 4.406419), (51.201053, 4.406505), (51.200795, 4.40659), (51.200709, 4.406676), (51.200581, 4.406719), (51.200409, 4.406719), (51.20028, 4.406676), (51.20028, 4.40659), (51.200452, 4.406419), (51.200709, 4.406333), (51.200795, 4.406247), (51.201053, 4.406161), (51.201096, 4.406033), (51.201053, 4.405904), (51.200795, 4.405646), (51.200709, 4.405389), (51.20028, 4.40496), (51.200237, 4.404831), (51.20028, 4.404702), (51.200409, 4.404659), (51.200538, 4.404681), (51.200624, 4.404809)]"
1312,2107.0,,Doorniksewijk,,8500.0,Kortrijk,West-Vlaanderen,inkomhal,,,,"Doorniksewijk,,West-Vlaanderen,Belgium",50.820667,3.2690721,"[(50.819707, 3.267381), (50.819793, 3.267446), (50.819879, 3.267703), (50.82005, 3.267875), (50.820136, 3.267875), (50.820222, 3.267789), (50.820351, 3.267746), (50.820522, 3.267746), (50.820651, 3.267703), (50.820737, 3.267617), (50.820866, 3.267574), (50.820994, 3.267617), (50.82108, 3.267875), (50.821166, 3.267961), (50.821209, 3.268089), (50.821209, 3.268433), (50.821252, 3.268561), (50.821424, 3.268733), (50.821509, 3.268733), (50.821595, 3.268647), (50.821724, 3.268604), (50.822067, 3.268604), (50.822196, 3.268561), (50.822282, 3.268476), (50.822411, 3.268433), (50.822539, 3.268476), (50.822582, 3.268604), (50.822539, 3.268733), (50.822411, 3.268776), (50.822239, 3.268776), (50.82211, 3.268819), (50.822024, 3.268905), (50.821896, 3.268948), (50.821552, 3.268948), (50.821424, 3.268991), (50.821338, 3.269076), (50.821209, 3.269119), (50.820866, 3.269119), (50.820737, 3.269162), (50.820565, 3.269334), (50.820522, 3.269463), (50.820522, 3.270493), (50.820565, 3.270621), (50.820651, 3.270707), (50.820694, 3.270836), (50.820694, 3.272209), (50.820651, 3.272338), (50.820565, 3.272338), (50.820522, 3.272209), (50.820522, 3.271694), (50.820479, 3.271565), (50.820394, 3.27148), (50.820351, 3.271351), (50.820351, 3.269463), (50.820308, 3.269334), (50.820179, 3.269291), (50.82005, 3.269334), (50.820007, 3.269463), (50.820007, 3.269634), (50.819964, 3.269763), (50.819879, 3.269849), (50.819836, 3.269978), (50.819836, 3.270664), (50.819879, 3.270793), (50.819964, 3.270879), (50.819964, 3.270965), (50.819793, 3.271136), (50.819707, 3.271136), (50.819664, 3.271008), (50.819664, 3.270149), (50.819621, 3.27002), (50.819535, 3.269935), (50.819492, 3.269806), (50.819492, 3.269634), (50.819449, 3.269506), (50.819321, 3.269463), (50.818806, 3.269463), (50.818677, 3.269506), (50.818591, 3.269591), (50.818462, 3.269634), (50.818334, 3.269591), (50.818291, 3.269463), (50.818334, 3.269334), (50.818462, 3.269291), (50.818977, 3.269291), (50.819106, 3.269248), (50.819192, 3.269162), (50.819321, 3.269119), (50.820007, 3.269119), (50.820136, 3.269076), (50.820179, 3.268948), (50.820136, 3.268819), (50.82005, 3.268733), (50.820007, 3.268604), (50.820007, 3.268433), (50.819964, 3.268304), (50.819879, 3.268218), (50.819793, 3.267961), (50.819707, 3.267875), (50.819621, 3.267617), (50.819535, 3.267531), (50.819492, 3.267403), (50.819535, 3.267274), (50.819621, 3.267252), (50.819707, 3.267381)]"
1342,2152.0,,Hoveniersstraat,,2018.0,Antwerpen,Antwerpen,balie security,,,,"Hoveniersstraat,,Antwerpen,Belgium",51.2151764,4.4187768,"[(51.214485, 4.417727), (51.214485, 4.418049), (51.214528, 4.418178), (51.214614, 4.418263), (51.214657, 4.418392), (51.214657, 4.418564), (51.2147, 4.418693), (51.214828, 4.418736), (51.214957, 4.418693), (51.215043, 4.418607), (51.215172, 4.418564), (51.215858, 4.418564), (51.215987, 4.418607), (51.216073, 4.418864), (51.216245, 4.419036), (51.216331, 4.419036), (51.216502, 4.418864), (51.216545, 4.418736), (51.216545, 4.418564), (51.216588, 4.418435), (51.216717, 4.418392), (51.216846, 4.418435), (51.216888, 4.418564), (51.216888, 4.418736), (51.216846, 4.418864), (51.216588, 4.419122), (51.216502, 4.419379), (51.216331, 4.419551), (51.216202, 4.419594), (51.216073, 4.419551), (51.215987, 4.419293), (51.215901, 4.419208), (51.215858, 4.419079), (51.215858, 4.418907), (51.215816, 4.418778), (51.215687, 4.418736), (51.215558, 4.418778), (51.215472, 4.418864), (51.215343, 4.418907), (51.214485, 4.418907), (51.214356, 4.418864), (51.214314, 4.418736), (51.214314, 4.418049), (51.214271, 4.41792), (51.214142, 4.417877), (51.213799, 4.417877), (51.21367, 4.417834), (51.21367, 4.417748), (51.213841, 4.417577), (51.21397, 4.417534), (51.214314, 4.417534), (51.214442, 4.417555), (51.214485, 4.41762), (51.214485, 4.417727)]"
1431,2258.0,,Mechelsesteenweg ,180.0,2018.0,Antwerpen,Antwerpen,"glvl, links onthaal",,,,"Mechelsesteenweg ,180.0,Antwerpen,Belgium",51.2055418,4.4102937,"[(51.205902, 4.407599), (51.205902, 4.407749), (51.205859, 4.407878), (51.205773, 4.407964), (51.20573, 4.408092), (51.20573, 4.408607), (51.205773, 4.408736), (51.205945, 4.408908), (51.206031, 4.408908), (51.206117, 4.408822), (51.206245, 4.408779), (51.206374, 4.408822), (51.206417, 4.408951), (51.206417, 4.409637), (51.20646, 4.409766), (51.206546, 4.409766), (51.206717, 4.409595), (51.20676, 4.409466), (51.20676, 4.409122), (51.206717, 4.408994), (51.206632, 4.408908), (51.206589, 4.408779), (51.206632, 4.40865), (51.20676, 4.408607), (51.206889, 4.40865), (51.206932, 4.408779), (51.206932, 4.409122), (51.206975, 4.409251), (51.207147, 4.409423), (51.207232, 4.409423), (51.207318, 4.409337), (51.207576, 4.409251), (51.207662, 4.409165), (51.20779, 4.409122), (51.207919, 4.409165), (51.207919, 4.409251), (51.207576, 4.409595), (51.207318, 4.40968), (51.207232, 4.409938), (51.207104, 4.409981), (51.20676, 4.409981), (51.206632, 4.410024), (51.206546, 4.41011), (51.206417, 4.410152), (51.206245, 4.410152), (51.206117, 4.410195), (51.206031, 4.410281), (51.205773, 4.410367), (51.205688, 4.410453), (51.20543, 4.410539), (51.205344, 4.410625), (51.205087, 4.41071), (51.204829, 4.410968), (51.204572, 4.411054), (51.204314, 4.411311), (51.204185, 4.411354), (51.204057, 4.411311), (51.204014, 4.411182), (51.204057, 4.411054), (51.204143, 4.410968), (51.204228, 4.41071), (51.204572, 4.410367), (51.204829, 4.410281), (51.204915, 4.410195), (51.205173, 4.41011), (51.20543, 4.409852), (51.205688, 4.409766), (51.20573, 4.409637), (51.20573, 4.409294), (51.205688, 4.409165), (51.205602, 4.40908), (51.205559, 4.408951), (51.205559, 4.408436), (51.205516, 4.408307), (51.20543, 4.408221), (51.205387, 4.408092), (51.205387, 4.407749), (51.20543, 4.40762), (51.205688, 4.407535), (51.205773, 4.407449), (51.205859, 4.407427), (51.205902, 4.407492), (51.205902, 4.407599)]"
1441,2271.0,,Kronenburgstraat,43.0,2000.0,Antwerpen,Antwerpen,glvl nst SOA/HIV cons.,,,,"Kronenburgstraat,43.0,Antwerpen,Belgium",51.2120287,4.3974974,"[(51.212597, 4.394038), (51.212597, 4.394188), (51.212554, 4.394317), (51.212468, 4.394403), (51.212425, 4.394531), (51.212425, 4.395561), (51.212382, 4.39569), (51.212296, 4.395776), (51.212254, 4.395905), (51.212254, 4.396076), (51.212296, 4.396205), (51.212468, 4.396377), (51.212597, 4.39642), (51.212769, 4.39642), (51.212897, 4.396377), (51.21294, 4.396248), (51.21294, 4.395733), (51.212983, 4.395604), (51.213112, 4.395561), (51.213241, 4.395604), (51.213284, 4.395733), (51.213241, 4.395862), (51.213155, 4.395947), (51.213155, 4.396033), (51.213241, 4.396119), (51.213284, 4.396248), (51.213284, 4.396763), (51.213241, 4.396892), (51.212983, 4.396977), (51.21294, 4.397106), (51.21294, 4.397278), (51.212983, 4.397407), (51.213155, 4.397578), (51.213412, 4.397664), (51.213498, 4.39775), (51.213627, 4.397793), (51.213799, 4.397793), (51.213927, 4.397836), (51.21397, 4.397964), (51.213927, 4.398093), (51.213799, 4.398136), (51.213627, 4.398136), (51.213498, 4.398093), (51.213241, 4.397836), (51.213112, 4.397793), (51.21294, 4.397793), (51.212811, 4.39775), (51.212726, 4.397664), (51.212468, 4.397578), (51.212382, 4.397492), (51.212254, 4.397449), (51.212125, 4.397492), (51.212082, 4.397621), (51.212082, 4.398479), (51.212039, 4.398608), (51.211953, 4.398694), (51.21191, 4.398823), (51.21191, 4.400196), (51.211867, 4.400325), (51.211782, 4.400411), (51.211739, 4.400539), (51.211739, 4.400883), (51.211696, 4.401011), (51.21161, 4.401011), (51.211567, 4.400883), (51.211567, 4.399853), (51.21161, 4.399724), (51.211696, 4.399638), (51.211739, 4.399509), (51.211739, 4.398308), (51.211782, 4.398179), (51.211867, 4.398093), (51.21191, 4.397964), (51.21191, 4.397449), (51.211867, 4.397321), (51.211739, 4.397278), (51.21161, 4.397321), (51.211524, 4.397407), (51.211395, 4.397449), (51.21088, 4.397449), (51.210752, 4.397492), (51.210666, 4.39775), (51.210494, 4.397922), (51.210408, 4.397922), (51.210365, 4.397793), (51.210408, 4.397664), (51.210494, 4.397578), (51.210537, 4.397449), (51.210494, 4.397321), (51.210237, 4.397235), (51.210194, 4.397106), (51.210237, 4.396977), (51.210365, 4.396935), (51.210537, 4.396935), (51.210666, 4.396977), (51.210752, 4.397235), (51.21088, 4.397278), (51.211009, 4.397235), (51.211095, 4.397149), (51.211224, 4.397106), (51.211567, 4.397106), (51.211696, 4.397063), (51.211696, 4.396977), (51.211267, 4.396548), (51.211181, 4.396291), (51.210923, 4.396205), (51.210837, 4.395947), (51.21058, 4.39569), (51.210537, 4.395561), (51.210537, 4.39539), (51.21058, 4.395261), (51.210666, 4.395261), (51.211181, 4.395776), (51.211267, 4.396033), (51.211524, 4.396291), (51.21161, 4.396548), (51.211782, 4.39672), (51.211867, 4.39672), (51.212039, 4.396548), (51.212082, 4.39642), (51.212082, 4.39539), (51.212125, 4.395261), (51.212211, 4.395175), (51.212254, 4.395046), (51.212254, 4.394016), (51.212296, 4.393888), (51.212425, 4.393845), (51.212554, 4.393866), (51.212597, 4.39393), (51.212597, 4.394038)]"
1485,2323.0,,Lange Kievitstraat,145.0,2018.0,Antwerpen,Antwerpen,"glvl, hoofdingang",,,,"Lange Kievitstraat,145.0,Antwerpen,Belgium",51.212864,4.4209742,"[(51.213112, 4.41807), (51.213112, 4.419594), (51.213069, 4.419723), (51.212983, 4.419808), (51.21294, 4.419937), (51.21294, 4.420624), (51.212983, 4.420753), (51.213112, 4.420795), (51.213241, 4.420753), (51.213326, 4.420667), (51.213455, 4.420624), (51.214142, 4.420624), (51.214271, 4.420667), (51.214271, 4.420753), (51.214013, 4.420838), (51.213927, 4.420924), (51.213799, 4.420967), (51.213112, 4.420967), (51.212983, 4.42101), (51.21294, 4.421139), (51.212983, 4.421268), (51.213241, 4.421353), (51.213284, 4.421482), (51.213284, 4.421997), (51.213326, 4.422126), (51.213412, 4.422126), (51.213498, 4.42204), (51.213627, 4.421997), (51.213799, 4.421997), (51.213927, 4.421954), (51.214013, 4.421868), (51.214142, 4.421825), (51.214271, 4.421868), (51.214314, 4.421997), (51.214271, 4.422126), (51.214142, 4.422169), (51.21397, 4.422169), (51.213841, 4.422212), (51.213799, 4.42234), (51.213799, 4.422684), (51.213841, 4.422812), (51.213927, 4.422898), (51.21397, 4.423027), (51.213927, 4.423156), (51.213841, 4.423242), (51.213799, 4.42337), (51.213799, 4.423885), (51.213756, 4.424014), (51.21367, 4.4241), (51.213584, 4.424357), (51.213455, 4.4244), (51.213326, 4.424357), (51.213284, 4.424229), (51.213284, 4.423542), (51.213241, 4.423413), (51.213069, 4.423242), (51.21294, 4.423199), (51.212769, 4.423199), (51.21264, 4.423242), (51.212554, 4.423327), (51.212425, 4.42337), (51.212296, 4.423327), (51.212254, 4.423199), (51.212254, 4.422169), (51.212296, 4.42204), (51.212468, 4.421868), (51.212726, 4.421782), (51.212769, 4.421654), (51.212769, 4.42131), (51.212726, 4.421182), (51.212597, 4.421139), (51.212468, 4.421182), (51.212382, 4.421268), (51.212125, 4.421353), (51.212039, 4.421439), (51.211782, 4.421525), (51.211739, 4.421654), (51.211739, 4.422169), (51.211782, 4.422297), (51.211867, 4.422383), (51.21191, 4.422512), (51.21191, 4.423027), (51.211867, 4.423156), (51.211739, 4.423199), (51.21161, 4.423156), (51.211567, 4.423027), (51.211567, 4.421825), (51.211524, 4.421697), (51.211395, 4.421654), (51.211267, 4.421697), (51.211181, 4.421782), (51.210923, 4.421868), (51.210837, 4.421954), (51.210709, 4.421997), (51.21058, 4.421954), (51.210537, 4.421825), (51.21058, 4.421697), (51.210837, 4.421611), (51.210923, 4.421525), (51.211181, 4.421439), (51.211267, 4.421353), (51.211395, 4.42131), (51.211567, 4.42131), (51.211696, 4.421268), (51.211782, 4.421182), (51.212039, 4.421096), (51.212211, 4.420924), (51.212211, 4.420838), (51.212125, 4.420753), (51.212082, 4.420624), (51.212082, 4.419422), (51.212039, 4.419293), (51.211953, 4.419208), (51.211953, 4.419122), (51.212125, 4.41895), (51.212211, 4.41895), (51.212296, 4.419036), (51.212382, 4.419036), (51.212468, 4.41895), (51.212726, 4.418864), (51.212769, 4.418736), (51.212769, 4.418049), (51.212811, 4.41792), (51.21294, 4.417877), (51.213069, 4.417899), (51.213112, 4.417963), (51.213112, 4.41807)]"
1486,2324.0,,Luithagen - Haven,6.0,2030.0,Antwerpen,Antwerpen,glvl aan hoofdingang,,,,"Luithagen - Haven,6.0,Antwerpen,Belgium",51.2688603,4.4006063,"[(51.267915, 4.400518), (51.268044, 4.400539), (51.270962, 4.400539), (51.271091, 4.400582), (51.271091, 4.400668), (51.270962, 4.400711), (51.269073, 4.400711), (51.268945, 4.400754), (51.268902, 4.400883), (51.268902, 4.403973), (51.268859, 4.404101), (51.268773, 4.404101), (51.26873, 4.403973), (51.26873, 4.400883), (51.268687, 4.400754), (51.268559, 4.400711), (51.268044, 4.400711), (51.267915, 4.400754), (51.267915, 4.40084), (51.268172, 4.400926), (51.268215, 4.401054), (51.268215, 4.401226), (51.268172, 4.401355), (51.268044, 4.401398), (51.2677, 4.401398), (51.267571, 4.401355), (51.267486, 4.401269), (51.267357, 4.401226), (51.267185, 4.401226), (51.267056, 4.401183), (51.266885, 4.401011), (51.266885, 4.400926), (51.266971, 4.40084), (51.266971, 4.400754), (51.266842, 4.400711), (51.266499, 4.400711), (51.26637, 4.400668), (51.266327, 4.400539), (51.26637, 4.400411), (51.266499, 4.400368), (51.2677, 4.400368), (51.267829, 4.400389), (51.267915, 4.400518)]"
1507,2346.0,,Luithagen-Haven,6.0,2030.0,Antwerpen,Antwerpen,"aglvl, hoofdingang",,,,"Luithagen-Haven,6.0,Antwerpen,Belgium",51.2688603,4.4006063,"[(51.267915, 4.400518), (51.268044, 4.400539), (51.270962, 4.400539), (51.271091, 4.400582), (51.271091, 4.400668), (51.270962, 4.400711), (51.269073, 4.400711), (51.268945, 4.400754), (51.268902, 4.400883), (51.268902, 4.403973), (51.268859, 4.404101), (51.268773, 4.404101), (51.26873, 4.403973), (51.26873, 4.400883), (51.268687, 4.400754), (51.268559, 4.400711), (51.268044, 4.400711), (51.267915, 4.400754), (51.267915, 4.40084), (51.268172, 4.400926), (51.268215, 4.401054), (51.268215, 4.401226), (51.268172, 4.401355), (51.268044, 4.401398), (51.2677, 4.401398), (51.267571, 4.401355), (51.267486, 4.401269), (51.267357, 4.401226), (51.267185, 4.401226), (51.267056, 4.401183), (51.266885, 4.401011), (51.266885, 4.400926), (51.266971, 4.40084), (51.266971, 4.400754), (51.266842, 4.400711), (51.266499, 4.400711), (51.26637, 4.400668), (51.266327, 4.400539), (51.26637, 4.400411), (51.266499, 4.400368), (51.2677, 4.400368), (51.267829, 4.400389), (51.267915, 4.400518)]"
